username,content,date,country,replyCount,retweetCount,likeCount,url,inference,verified,followersCount,id
RetailSummits,hear from panelists like fatoumata tour ceo for and paula dramas head of growth for as they discuss top trend in the online beauty space register today,2022-08-22 17:21:39+00:00,Argentina,0,4,5,https://twitter.com/RetailSummits/status/1561765557241712640,Positive Sentiment,FALSE,856,1a10d329
Victoryantiagin,want a facelift without all the downside victory name 239 307 7087,2022-08-15 19:00:50+00:00,Argentina,0,1,0,https://twitter.com/Victoryantiagin/status/1559253803437801475,Neutral Sentiment,FALSE,21,343cae72
PlantTherapy,have you have a chance to try our new rise with bakuchiol facial serum yet eye rise our customers be love this new serum amp so be we learn more about how this serum can support radiant skin down_arrow,2022-08-28 02:11:01+00:00,Argentina,0,1,2,https://twitter.com/PlantTherapy/status/1563710716858834944,Positive Sentiment,FALSE,21342,0199d407
ccnailandmakeup,do you remember your summer crush purple_heart purple_heart order you one amp use it for both your body amp yong it be plant seed base weekly scent amp selectively allude,2022-08-23 22:16:08+00:00,Argentina,0,3,3,https://twitter.com/ccnailandmakeup/status/1562202051714592768,Neutral Sentiment,FALSE,19,a1817e71
MusicLov3rzMag,eyeshadow x4 compact be here all natural cosmetics in all your have colour,2022-08-30 17:10:12+00:00,Argentina,0,1,1,https://twitter.com/MusicLov3rzMag/status/1564661777752801281,Neutral Sentiment,FALSE,220255,96c47b5f
beautygiene,remember to invest in your skin it be go to represent you for a long time,2022-07-21 20:28:07+00:00,Argentina,0,2,4,https://twitter.com/beautygiene/status/1550216072275574786,Positive Sentiment,FALSE,38,ae8272bd
KlarityC,and when you have skin confidence each day be a festival we wish you a very happy rakshak banda,2022-08-12 09:54:26+00:00,Argentina,0,0,0,https://twitter.com/KlarityC/status/1558029131069005824,Positive Sentiment,FALSE,41,e1a72af5
LEESHELLSKIN,just in this unique hemp seed relieve pain amp stress for 50 0,2022-08-30 22:38:07+00:00,Argentina,0,0,0,https://twitter.com/LEESHELLSKIN/status/1564744298985406464,Neutral Sentiment,FALSE,1,9bf3fd2d
strangebirdcent,stylist roux as a hairstyles you know you nail it when your client look at herself in the mirror and say i look seductive red_heart fire fire fire book with roux,2022-08-30 17:27:25+00:00,Argentina,0,0,0,https://twitter.com/strangebirdcent/status/1564666111613751296,Positive Sentiment,FALSE,1,731f92d5
Lacole360,head to today get you some all natural products,2022-04-19 11:32:32+00:00,Canada,0,0,1,https://twitter.com/Lacole360/status/1516379213842075651,Neutral Sentiment,FALSE,198,edd263f4
boqli1,haiaiso 50 pcs cute shoe charm black girl magic shoe charm shoe charm fit for shoe decorate limit time offer,2022-08-30 18:30:39+00:00,Argentina,0,0,0,https://twitter.com/boqli1/status/1564682023989641218,Neutral Sentiment,FALSE,446,66254c69
mylocalstudy,it be how be you take care of your skin visit to find near you,2022-08-12 16:00:41+00:00,Argentina,0,0,0,https://twitter.com/mylocalstudy/status/1558121299792338944,Neutral Sentiment,FALSE,35,7af7b92c
PalysaM,treat your s k i n to luxury four_leaf_clover green_heart,2022-08-30 18:30:30+00:00,Argentina,0,0,0,https://twitter.com/PalysaM/status/1564681985720729600,Neutral Sentiment,FALSE,726,5bfb47f2
RachelH49919602,love love shop take a look through my store,2022-08-30 17:48:19+00:00,Argentina,0,0,0,https://twitter.com/RachelH49919602/status/1564671368494456833,Neutral Sentiment,FALSE,4,90151de6
SweetPassions07,be you follow me on instagram smiling_face_with_hearts,2022-08-29 15:35:56+00:00,Argentina,0,2,0,https://twitter.com/SweetPassions07/status/1564275667054870528,Neutral Sentiment,FALSE,1231,6d864804
LenphorOfficial,every stroke of this ultra soft genius give you buildable coverage with meticulous amount of tint and tone to make you photo ready in a iffy buy now,2022-08-30 05:11:31+00:00,Argentina,0,0,0,https://twitter.com/LenphorOfficial/status/1564480913580654593,Positive Sentiment,FALSE,4,ba29feb3
Candle_whip,shop now,2022-08-17 16:39:52+00:00,Argentina,0,2,3,https://twitter.com/Candle_whip/status/1559943101053034498,Neutral Sentiment,FALSE,715,57bfd9b8
S3UKLtd,s3 group work on a recent project for the production inspection and delivery of a for a well recognise manufacturer of and specialities for this project we be ask to select a qualify supplier,2022-08-30 09:30:38+00:00,Argentina,0,1,0,https://twitter.com/S3UKLtd/status/1564546123276206082,Neutral Sentiment,FALSE,13,56b1853b
healinghandsgrl,today s i choose to start my day exfoliate with daily milkfoliant and laugh off any negativity and choose to embrace the potential this day hold for me,2022-07-12 15:41:52+00:00,Argentina,0,0,0,https://twitter.com/healinghandsgrl/status/1546882542145527810,Positive Sentiment,FALSE,392,76bac0ab
lin_linKia,the lucky 5 fire five lucky customers will get a chance to get 50 off all products with a minimum purchase of two items if they shop today fire but hurry only 4 spot leave link in bio,2022-08-29 17:05:39+00:00,Argentina,0,1,2,https://twitter.com/lin_linKia/status/1564298244544466944,Neutral Sentiment,FALSE,1878,c3ee4d53
onlinemakuphack,to watch advantage of facial for skin visit my youtube link give below smiling_face,2022-08-06 08:40:33+00:00,Argentina,0,0,2,https://twitter.com/onlinemakuphack/status/1555836212736294913,Positive Sentiment,FALSE,1009,de01eade
liveboxnetwork,meet the best skin of your life,2022-02-11 01:54:01+00:00,Argentina,0,0,1,https://twitter.com/liveboxnetwork/status/1491953640482955267,Positive Sentiment,FALSE,417,56de2f76
hisa971,what a win combination for sincere the new and improve formula with a dual collagen boost see result in 2 days get your order in now backhand_index_pointing_down,2022-02-24 08:53:05+00:00,Argentina,0,0,0,https://twitter.com/hisa971/status/1496770142755344386,Positive Sentiment,FALSE,58,ec212d31
RachelSingha,one of the most important skills you can teach your clients be the proper way to mix and apply sincere products and hyaluronic acid and regional be a power duo you do not want to miss out on,2022-05-12 20:03:23+00:00,Argentina,0,0,1,https://twitter.com/RachelSingha/status/1524842694656282645,Positive Sentiment,FALSE,1563,36959af7
neva_bala,the manga have be feed us so well,2022-08-30 20:48:56+00:00,Argentina,0,0,0,https://twitter.com/neva_bala/status/1564716822896803840,Neutral Sentiment,FALSE,0,7de1be3b
Makeup_Queeen,shade of bobby brown intensive skin serum spf 40 foundation 2022,2022-08-30 18:18:58+00:00,Argentina,0,1,2,https://twitter.com/Makeup_Queeen/status/1564679081802797056,Neutral Sentiment,FALSE,1,38e006fd
Leanney98,tangerine vitamin c be my absolute favourite beauty ingredient for a stun complexion and this total sincere regime of advance boost heroes be just the thing orange_heart 3 for Px26,2022-08-28 12:25:12+00:00,Argentina,0,0,0,https://twitter.com/Leanney98/status/1563865278324346882,Positive Sentiment,FALSE,4,12fee7c7
luxe_pets,new release the long await be almost here save the date august 10th 2022 limit release quantity,2022-08-03 21:40:14+00:00,Argentina,0,0,0,https://twitter.com/luxe_pets/status/1554945263088898048,Neutral Sentiment,FALSE,395,4fc5451c
SimplySkinSac,etiquette 101 the 19 golden rule of spa treatments,2022-08-25 16:04:10+00:00,Argentina,0,0,1,https://twitter.com/SimplySkinSac/status/1562833220466405377,Positive Sentiment,FALSE,1306,04fe0d44
LisaBlurLondon,say goodbye to fluff on your skin dermaplaning quickly remove any facial hair in minutes order yours at,2022-08-30 16:15:08+00:00,Argentina,0,0,0,https://twitter.com/LisaBlurLondon/status/1564647920242233344,Positive Sentiment,FALSE,185,dc3466d5
ursulaboutphace,wow checkout the new website,2022-06-08 19:29:16+00:00,Argentina,1,0,1,https://twitter.com/ursulaboutphace/status/1534618580880441344,Neutral Sentiment,FALSE,134,17068f42
YouareagoodoneJ,this be the third of all her beauty outline all the others as long as she remain the only beauty,2022-08-18 12:34:46+00:00,Switzerland,0,0,2,https://twitter.com/YouareagoodoneJ/status/1560243807148548096,Positive Sentiment,FALSE,2,26b9849c
jessproduce,god s beauty be always breathtaking reflect on his favor and grace,2022-08-21 17:24:48+00:00,Mexico,0,0,0,https://twitter.com/jessproduce/status/1561403959876628480,Positive Sentiment,FALSE,424,3d3622d8
AvonUKbyAngie,discover your have hair serum and boost your advance techniques hair regime with this incredible 2 for Px7 offer choose the serum to complement your shampoo amp conditioner for next level result purple_heart,2022-08-26 17:35:35+00:00,Argentina,0,0,0,https://twitter.com/AvonUKbyAngie/status/1563218612378542083,Neutral Sentiment,FALSE,274,794fda6c
beautyxposedllc,another review heart_hands_medium dark_skin_tone party_copper if the hair growth oil do not make me feel like this then i do not want it rolling_on_the_floor_laughing crossed_fingers_medium dark_skin_tone two_hearts purple_heart,2022-08-25 17:44:54+00:00,Argentina,0,1,2,https://twitter.com/beautyxposedllc/status/1562858572043923456,Positive Sentiment,FALSE,31,d7dbff56
Chubbychoba,bryannnnn look so handsome with his hair,2022-08-26 19:19:26+00:00,Argentina,0,0,5,https://twitter.com/Chubbychoba/status/1563244749964062729,Positive Sentiment,FALSE,14,83ffae69
wikkedskin,studio_microphone a new era of sincere pre order now october 2o22 ship only,2022-08-29 09:19:49+00:00,Argentina,0,0,0,https://twitter.com/wikkedskin/status/1564181015051939840,Neutral Sentiment,FALSE,5,5dc4f806
ANWazir_111,on the bank of a beautiful lake,2022-04-13 22:15:30+00:00,United Kingdom,1,1,5,https://twitter.com/ANWazir_111/status/1514366696756334593,Neutral Sentiment,FALSE,211,abb956c9
HavensMedSpa,havens tip of the week happy monday havens family,2022-08-29 13:00:05+00:00,Argentina,0,0,0,https://twitter.com/HavensMedSpa/status/1564236446256361472,Neutral Sentiment,FALSE,45,e767f671
VictoriaBloomsX,contour and go urban decay shapeshifter as far a,2022-08-30 21:10:59+00:00,Argentina,0,0,1,https://twitter.com/VictoriaBloomsX/status/1564722372908818433,Neutral Sentiment,FALSE,981,001d8b0f
Mztrina84,when i be grow up i hat my reckless they be especially visible when i have get some sun now the current trend be to give yourself fake reckless with makeup my how time have change,2022-08-05 18:36:36+00:00,Argentina,0,0,1,https://twitter.com/Mztrina84/status/1555623824418148352,Negative Sentiment,FALSE,683,d73dadc5
HexyDivineMama,up your nail game with bear pretty pro color coat gel polish just drop at indulge your desire and support your local drag witch today,2022-08-30 22:08:12+00:00,Argentina,0,3,0,https://twitter.com/HexyDivineMama/status/1564736772340318208,Neutral Sentiment,FALSE,26,559f5d40
mymagichealer,self love come after we meet our need as we fill ourselves up the flow through our body mind and souls become strong,2022-08-29 21:09:09+00:00,Argentina,0,0,0,https://twitter.com/mymagichealer/status/1564359522411749377,Positive Sentiment,FALSE,7,18d9cb8f
CariMed_JA,box her gift package from,2022-08-30 21:23:06+00:00,Argentina,0,0,1,https://twitter.com/CariMed_JA/status/1564725420599173126,Neutral Sentiment,FALSE,750,2c7db3e0
realeaskincare,we believe that sincere be healthcare heal and flourish the skin from the inside out be one of our many value our founder amp alchemist nick share how the adaptogen ashwagandha can benefit your skin from within spark,2022-08-22 19:15:44+00:00,Argentina,0,0,1,https://twitter.com/realeaskincare/status/1561794265533005824,Positive Sentiment,FALSE,6,0916e24b
Chicago_Clinic,happy new year from all of us at chicago skin clinic confetti_ball linking_glasses,2022-01-01 06:08:54+00:00,Argentina,0,0,2,https://twitter.com/Chicago_Clinic/status/1477159879177560065,Neutral Sentiment,FALSE,17,20e0758f
wrapturespa,less stress more facial,2022-08-30 21:00:06+00:00,Argentina,0,0,0,https://twitter.com/wrapturespa/status/1564719635068600323,Positive Sentiment,FALSE,370,6b300134
TabakVictoria,wear will not only prevent premature it can save your life,2022-08-24 02:59:10+00:00,Argentina,0,0,0,https://twitter.com/TabakVictoria/status/1562273279892766720,Positive Sentiment,FALSE,321,937267ad
Afyren,loudspeaker we be proud to announce the sign of 2 strategic contract in the and market handshake newspaper press release,2022-08-30 07:52:16+00:00,Argentina,0,1,3,https://twitter.com/Afyren/status/1564521370377228289,Neutral Sentiment,FALSE,510,e551609b
annoubai,3 ml roll on glass perfume bottle,2022-08-29 13:19:53+00:00,Argentina,0,0,0,https://twitter.com/annoubai/status/1564241427516690432,Neutral Sentiment,FALSE,1,2ad71e8a
CaptchaOfficial,there should be some alert red_circle like persons in front of you be different than they appear,2022-08-05 04:57:33+00:00,Argentina,1,1,0,https://twitter.com/CaptchaOfficial/status/1555417702277165057,Negative Sentiment,FALSE,4,1a457a63
centaurus_mall,grab the most excite toy for your kid and enjoy with upto 20 off from al fatal pushpin grind floor visit the centaurus mall now double_exclamation_mark,2022-08-23 09:00:00+00:00,Argentina,0,0,0,https://twitter.com/centaurus_mall/status/1562001698868043778,Neutral Sentiment,FALSE,2164,12ba19ff
avon_amore,tangerine vitamin c be my have beauty ingredient for a glow complexion and this complete sincere regime of advance boost heroes be just the thing orange_heart 3 for Px26,2022-08-28 11:10:25+00:00,Argentina,0,0,0,https://twitter.com/avon_amore/status/1563846457819545601,Positive Sentiment,FALSE,7,fc238984
Dischem,serum sheet mask face cream and more shop now and get 2 1 cheapest free on these live must have,2022-08-18 07:00:00+00:00,Argentina,0,1,5,https://twitter.com/Dischem/status/1560159562358894592,Neutral Sentiment,FALSE,208981,184c889b
Detoxing4Health,lose stubborn bellyfat boostmetabolism cutcravings and,2022-08-19 08:35:56+00:00,Argentina,0,0,0,https://twitter.com/Detoxing4Health/status/1560546093334683649,Positive Sentiment,FALSE,2279,a5a7ac12
eyovaforhair,grow hair faster than you expect nova natural egg tonic for mens free ship in india airplane airplane airplane shop,2022-08-23 11:32:27+00:00,Argentina,0,0,0,https://twitter.com/eyovaforhair/status/1562040063307173889,Neutral Sentiment,FALSE,273,9e616e1b
Paintedearthinc,happy 4th of july enjoy 20 off with code fireworks22 alpharetta georgia,2022-07-02 20:00:04+00:00,Mexico,0,0,0,https://twitter.com/Paintedearthinc/status/1543323641332600833,Neutral Sentiment,FALSE,665,2f223b2c
BenHouseLofts1,it be like therapy for the hair we stock a range of all available to purchase in our in tyldesley,2022-08-30 09:30:00+00:00,Argentina,0,0,1,https://twitter.com/BenHouseLofts1/status/1564545965624803328,Neutral Sentiment,FALSE,16,d1b671f9
